1287349575,!6c73daa0,!dadfb8d4,200,2,"1, 1782851447.3087769",-138,-12.5,,1,1782851447,92,-137.8913043,-12.88043478
4226275656,!6c73daa0,!dadfb8d4,200,2,"2, 1782851467.4187799",-138,-12.75,,2,1782851467,,,
1266488649,!6c73daa0,!dadfb8d4,200,2,"3, 1782851487.531662",-138,-13.25,,3,1782851488,,,
3278250314,!6c73daa0,!dadfb8d4,200,2,"4, 1782851507.64447",-138,-13,,4,1782851508,,,
2261632332,!6c73daa0,!dadfb8d4,200,2,"6, 1782851547.8657222",-138,-12.5,,6,1782851548,,,
4047513933,!6c73daa0,!dadfb8d4,200,2,"7, 1782851567.97563",-137,-13,,7,1782851568,,,
2354810190,!6c73daa0,!dadfb8d4,200,2,"8, 1782851588.087341",-138,-12.5,,8,1782851588,,,
3507200335,!6c73daa0,!dadfb8d4,200,2,"9, 1782851608.202014",-136,-12.25,,9,1782851608,,,
3692803408,!6c73daa0,!dadfb8d4,200,2,"10, 1782851628.315886",-137,-12,,10,1782851628,,,
3959311697,!6c73daa0,!dadfb8d4,200,2,"11, 1782851648.426545",-138,-12.25,,11,1782851648,,,
1980909906,!6c73daa0,!dadfb8d4,200,2,"12, 1782851668.538433",-137,-12,,12,1782851669,,,
1063005523,!6c73daa0,!dadfb8d4,200,2,"13, 1782851688.651079",-138,-12.5,,13,1782851689,,,
3268374868,!6c73daa0,!dadfb8d4,200,2,"14, 1782851708.7682922",-137,-12.25,,14,1782851709,,,
852971861,!6c73daa0,!dadfb8d4,200,2,"15, 1782851728.887187",-138,-12.5,,15,1782851729,,,
976182614,!6c73daa0,!dadfb8d4,200,2,"16, 1782851748.9963598",-138,-12.5,,16,1782851749,,,
3614807383,!6c73daa0,!dadfb8d4,200,2,"17, 1782851769.107884",-138,-12.5,,17,1782851769,,,
2772595032,!6c73daa0,!dadfb8d4,200,2,"18, 1782851789.225811",-138,-12.75,,18,1782851789,,,
1205552473,!6c73daa0,!dadfb8d4,200,2,"19, 1782851809.335443",-138,-12.75,,19,1782851809,,,
2411270490,!6c73daa0,!dadfb8d4,200,2,"20, 1782851829.456374",-137,-12,,20,1782851829,,,
903970139,!6c73daa0,!dadfb8d4,200,2,"21, 1782851849.5769742",-138,-12.5,,21,1782851850,,,
2199413084,!6c73daa0,!dadfb8d4,200,2,"22, 1782851869.6930208",-138,-12.5,,22,1782851870,,,
2382741853,!6c73daa0,!dadfb8d4,200,2,"23, 1782851889.803275",-138,-12.5,,23,1782851890,,,
146531678,!6c73daa0,!dadfb8d4,200,2,"24, 1782851909.919837",-137,-12.25,,24,1782851910,,,
2496635231,!6c73daa0,!dadfb8d4,200,2,"25, 1782851930.0409331",-138,-12.75,,25,1782851930,,,
4035723617,!6c73daa0,!dadfb8d4,200,2,"27, 1782851970.2728992",-138,-13,,27,1782851970,,,
3003960674,!6c73daa0,!dadfb8d4,200,2,"28, 1782851990.382784",-139,-13.25,,28,1782851990,,,
1939266915,!6c73daa0,!dadfb8d4,200,2,"29, 1782852010.4979389",-137,-13,,29,1782852010,,,
3295885668,!6c73daa0,!dadfb8d4,200,2,"30, 1782852030.6186082",-137,-12.25,,30,1782852031,,,
2420013413,!6c73daa0,!dadfb8d4,200,2,"31, 1782852050.731644",-138,-13.5,,31,1782852051,,,
403969382,!6c73daa0,!dadfb8d4,200,2,"32, 1782852070.845369",-138,-13,,32,1782852071,,,
2058703207,!6c73daa0,!dadfb8d4,200,2,"33, 1782852090.9596689",-138,-13.25,,33,1782852091,,,
1002813800,!6c73daa0,!dadfb8d4,200,2,"34, 1782852111.079026",-138,-13.5,,34,1782852111,,,
792660329,!6c73daa0,!dadfb8d4,200,2,"35, 1782852131.2002418",-137,-12.25,,35,1782852131,,,
2793633130,!6c73daa0,!dadfb8d4,200,2,"36, 1782852151.316298",-138,-13.25,,36,1782852151,,,
3049508203,!6c73daa0,!dadfb8d4,200,2,"37, 1782852171.4346461",-139,-14,,37,1782852171,,,
1545012588,!6c73daa0,!dadfb8d4,200,2,"38, 1782852191.5436711",-138,-13.25,,38,1782852192,,,
175001965,!6c73daa0,!dadfb8d4,200,2,"39, 1782852211.6585479",-138,-13,,39,1782852212,,,
2982691182,!6c73daa0,!dadfb8d4,200,2,"40, 1782852231.771806",-138,-12.75,,40,1782852232,,,
3228297585,!6c73daa0,!dadfb8d4,200,2,"43, 1782852292.116155",-138,-13.25,,43,1782852292,,,
549267826,!6c73daa0,!dadfb8d4,200,2,"44, 1782852312.231507",-139,-14,,44,1782852312,,,
3574900083,!6c73daa0,!dadfb8d4,200,2,"45, 1782852332.3429272",-138,-14,,45,1782852332,,,
2116311412,!6c73daa0,!dadfb8d4,200,2,"46, 1782852352.452404",-139,-13.75,,46,1782852352,,,
755830133,!6c73daa0,!dadfb8d4,200,2,"47, 1782852372.569367",-139,-14.25,,47,1782852373,,,
1692753270,!6c73daa0,!dadfb8d4,200,2,"48, 1782852392.683311",-138,-12.75,,48,1782852393,,,
1638995319,!6c73daa0,!dadfb8d4,200,2,"49, 1782852412.800169",-138,-13.25,,49,1782852413,,,
2743373176,!6c73daa0,!dadfb8d4,200,2,"50, 1782852432.912725",-139,-13.75,,50,1782852433,,,
